"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.984479500E0,-1.036348808E0,-7.976746012E-1,7.969719851E-1,1.531492072E0
1.994447500E0,-1.191551599E0,-4.158400535E-1,4.718697184E-1,1.347360083E0
2.004414500E0,-1.196452954E0,2.549899849E-1,-1.345654821E-1,1.230702008E0
2.014382500E0,-1.224614826E0,9.924343910E-1,-6.023035580E-1,1.687417278E0
2.024349500E0,-1.489638999E0,1.257670598E0,-8.321710539E-1,2.119733083E0
2.034317500E0,-1.917141360E0,7.218984139E-1,-1.522200388E0,2.552187755E0
2.044284500E0,-6.472284468E-1,-2.242979791E0,-4.335834367E0,4.924360128E0
2.054252500E0,-1.384492320E0,-8.565146206E-1,7.152977260E0,7.335906213E0
2.064219500E0,-1.639633236E0,1.118011460E0,3.704135102E-1,2.018799877E0
2.074187500E0,-6.352522893E-2,1.552747120E-1,-3.249176701E0,3.253505021E0
2.084154500E0,-4.800604250E-1,4.978517481E-1,-4.690039980E-1,8.356309741E-1
2.094122500E0,-1.128131382E0,1.177982624E-1,2.489984161E-1,1.161273894E0
2.104089500E0,1.807102097E-1,8.427186269E-1,-3.345402575E0,3.454641696E0
2.114057500E0,1.933922175E-1,-2.266760710E0,7.430410686E0,7.770882037E0
2.124024500E0,1.294656137E-1,-2.518047872E0,6.580315577E0,7.046834717E0
2.133992500E0,8.283766495E-1,1.052466658E0,-8.070864987E0,8.181244134E0
2.143959500E0,-9.467399356E-1,-1.997306102E0,5.243887662E0,5.690685898E0
2.153927500E0,-5.391526057E-1,-1.100976255E0,-8.067590547E-1,1.467547076E0
2.163894500E0,-1.044642425E0,-1.761736694E0,-2.274566889E-1,2.060759695E0
2.173862500E0,-1.739674857E0,-2.233884447E0,2.220187783E-2,2.831466273E0
2.183829500E0,-2.017497707E0,-2.639323803E0,-3.676232189E-1,3.342375497E0
2.193797500E0,-1.373102821E0,-2.183101526E0,-1.645207679E-1,2.584262121E0
2.203764500E0,-1.125599977E-1,-4.245356306E-2,1.761801159E-1,2.133342245E-1
2.213732500E0,-1.937926604E-1,-4.062784307E-2,2.448895776E-1,3.149239941E-1
2.223699500E0,-2.200384360E-1,-5.742514861E-2,5.763191164E-2,2.345975240E-1
2.233667500E0,-1.473834925E-1,7.604358774E-3,2.245330811E-2,1.492778322E-1
2.243634500E0,-1.145833170E-1,4.106794198E-2,-8.816490233E-2,1.502962488E-1
2.253602500E0,-8.690855496E-2,1.001608855E-2,9.439160228E-3,8.799157176E-2
2.263569500E0,-1.199342502E-1,-2.569780930E-2,-1.101820081E-1,1.648777629E-1
2.273537500E0,-1.826035747E-1,-6.594265974E-2,6.300667226E-2,2.041135483E-1
2.283504500E0,-2.233601661E-1,-9.273907864E-2,-9.051489830E-4,2.418493742E-1
2.293472500E0,-1.816489436E-1,-4.580385318E-2,4.849680662E-2,1.935103923E-1
2.303439500E0,-1.211193895E-1,-1.995967620E-2,3.442665160E-2,1.274891741E-1
2.313407500E0,-9.370638169E-2,-2.446803935E-3,1.676806033E-2,9.522626038E-2
2.323374500E0,-9.635451257E-2,-4.408475351E-2,4.896282971E-2,1.167262450E-1
2.333342500E0,-1.343130651E-1,-8.999474279E-2,-4.564044178E-2,1.679943544E-1
2.343309500E0,-1.708792495E-1,-1.151760602E-1,-3.800514758E-2,2.095462574E-1
2.353277500E0,-1.627843276E-1,-1.180478836E-1,-1.598044038E-3,2.010885225E-1
2.363244500E0,-1.309145903E-1,-8.991214173E-2,-2.984009564E-2,1.615959606E-1
2.373212500E0,-1.008511128E-1,-5.605166506E-2,3.950846672E-2,1.219575953E-1
2.383179500E0,-1.016698874E-1,-4.012455312E-2,2.109090686E-3,1.093215168E-1
2.393147500E0,-1.296086513E-1,-7.121308411E-2,3.386473417E-2,1.517119839E-1
2.403115500E0,-1.583037524E-1,-6.634998227E-2,6.113439381E-2,1.822081565E-1
2.413082500E0,-1.254940021E-1,-2.982641864E-2,3.092475414E-2,1.326450159E-1
2.423050500E0,-1.194399778E-1,-8.683014745E-3,-4.642981589E-2,1.284407678E-1
2.433017500E0,-1.262350454E-1,-2.152699951E-2,8.474077284E-2,1.535568200E-1
2.442984875E0,-1.392135070E-1,-1.058237311E-2,-2.690245450E-2,1.421834350E-1
2.452951875E0,-1.542996340E-1,-5.219721248E-2,-3.331626534E-2,1.662615397E-1
2.462919875E0,-1.701092077E-1,-7.442571798E-2,5.112337589E-2,1.925874597E-1
2.472886875E0,-1.484385860E-1,-7.313914781E-2,-3.806888223E-2,1.698016153E-1
2.482854875E0,-1.023223636E-1,-3.689328125E-2,4.130356193E-2,1.163484616E-1
2.492821875E0,-9.863982372E-2,-5.039578127E-3,-5.522285879E-2,1.131581915E-1
2.502789875E0,-9.507667668E-2,-2.416865277E-2,1.591027379E-2,9.938226722E-2
2.512756875E0,-1.243246138E-1,-3.204218903E-2,2.446475029E-2,1.306974961E-1
2.522724875E0,-1.357802412E-1,-5.937374236E-2,6.640682817E-2,1.623926784E-1
2.532691875E0,-1.238886674E-1,-6.554669817E-2,5.955330670E-2,1.522871232E-1
2.542659875E0,-1.175054082E-1,-6.761156929E-2,1.976709723E-2,1.370021292E-1
2.552626875E0,-9.061788239E-2,-5.331757098E-2,1.440987825E-2,1.061226110E-1
2.562594875E0,-8.002316616E-2,-5.082274678E-2,-6.579813302E-2,1.153952036E-1
2.572561875E0,-1.004342794E-1,-6.318270086E-2,-2.760528982E-2,1.218242594E-1
2.582529875E0,-1.204613767E-1,-7.544850564E-2,2.510735929E-2,1.443391831E-1
2.592496875E0,-1.140296222E-1,-6.943490015E-2,2.184110463E-2,1.352811663E-1
2.602464875E0,-1.134311963E-1,-4.604968292E-2,7.366088390E-2,1.428745443E-1
2.612431875E0,-1.055414934E-1,-2.911659406E-2,3.911085606E-2,1.162602337E-1
2.622399875E0,-1.039630923E-1,-1.480475717E-2,6.813175678E-3,1.052327172E-1
2.632366875E0,-1.003892376E-1,-2.199859573E-2,-7.982618809E-3,1.030808393E-1
2.642334875E0,-1.108659131E-1,-3.421701978E-2,-3.595219016E-2,1.214685766E-1
2.652301875E0,-1.241290793E-1,-4.699793684E-2,-2.996698022E-3,1.327622484E-1
2.662269875E0,-1.173830552E-1,-3.834641027E-2,1.828307390E-2,1.248338881E-1
2.672236875E0,-1.147910393E-1,-3.384631544E-2,2.025475502E-2,1.213787909E-1
2.682204875E0,-1.139516715E-1,-3.675704112E-2,1.683296442E-2,1.209107613E-1
2.692171875E0,-1.085244321E-1,-2.805364335E-2,1.401343703E-2,1.129643116E-1
2.702139875E0,-1.013803041E-1,-2.603690213E-2,6.848843694E-3,1.048941990E-1
2.712106875E0,-9.465238810E-2,-3.657724381E-2,1.090739608E-2,1.020585157E-1
2.722074875E0,-9.718763117E-2,-4.586936940E-2,2.679603517E-2,1.107585762E-1
2.732041875E0,-1.029360654E-1,-4.777900608E-2,-4.164386988E-3,1.135605966E-1
2.742009875E0,-1.016919241E-1,-5.762313168E-2,1.202596843E-2,1.175001985E-1
